"adm_03","rowcacode3","year","peak_ndvi","mean_ndvi","standardDeviation_ndvi","baselineMean_ndvi","baselineSD_ndvi","zscore_ndvi"
"Falmey","NER003005001",1990,0.4338,0.212255747500396,0.0768386034712523,0.428487519735229,0.0421390628206721,0.126070204441397
"Guilladjé","NER003005002",1990,0.4185,0.213235854341737,0.0749769005825627,0.451151724137931,0.038447363096369,-0.849257829622511
"Gaya","NER003006003",1990,0.4627,0.213343697478992,0.0861262666989794,0.497520689655172,0.0306345903853604,-1.13664616425922
"Bengou","NER003006002",1990,0.5251,0.222147058823529,0.0913985221866208,0.5301,0.0664992320041582,-0.0751888382663931
"Tounouga","NER003006005",1990,0.4491,0.209581792717087,0.0842300363379729,0.481937931034483,0.0297033958351218,-1.10552783987259
"Bana","NER003006001",1990,0.5367,0.224867507002801,0.0933987164439333,0.516648275862069,0.0313559588856005,0.639486874284026
"Tanda","NER003006004",1990,0.4693,0.209078431372549,0.0820217281421218,0.492496551724138,0.0322536651600428,-0.719191186770143
"Yélou","NER003006006",1990,0.4469,0.216119887955182,0.0826038411653375,0.476872413793103,0.0301826096636519,-0.993035861613994
"Loga","NER003007002",1990,0.24005,0.158221670122688,0.0361982745057978,0.317498313653021,0.0380555555486545,-2.03513816935355
"Falwel","NER003007001",1990,0.2825,0.172393277310924,0.0448862289592712,0.355803448275862,0.041147665119999,-1.78147285057577
"Sokorbé","NER003007003",1990,0.2556,0.163418067226891,0.0396534261086324,0.330489655172414,0.03680268182025,-2.0348966832957
"Guéchémé","NER003008002",1990,0.3106,0.18032324929972,0.0514378182756905,0.360610344827586,0.0799280763509454,-0.625691835845049
"Doumega","NER003008001",1990,0.3019,0.169611344537815,0.0478090142572983,0.352710344827586,0.0935219467933581,-0.543298622085514
"Tibiri","NER003008004",1990,0.2958,0.175274509803922,0.0466848584203501,0.343537931034483,0.0880850133750389,-0.541952929395938
"Koré Maïroua","NER003008003",1990,0.3105,0.172811204481793,0.0456581162770883,0.327703448275862,0.040215832727552,-0.427777994612453
"Tchadoua","NER004001002",1990,0.3004,0.174337430167598,0.0483016634899718,0.344606896551724,0.0831275866666694,-0.531795741033455
"Aguié","NER004001001",1990,0.29695,0.173108898794778,0.045162099518388,0.346781151356508,0.118465043142139,-0.420640131762064
"Bermo","NER004002001",1990,0.3048,0.151867318435754,0.0360640951215295,0.339927586206897,0.0559005998980826,-0.628393725128903
"Gadabedji","NER004002002",1990,0.257975,0.143783413082213,0.0295389170815313,0.299456347913318,0.0581364120271874,-0.71351750936951
"Adjekoria","NER004003001",1990,0.2501,0.159526815642458,0.0355488168937948,0.327775862068966,0.134131802597223,-0.579101007851317
"Kornaka","NER004003008",1990,0.254046112115732,0.159589160225422,0.0347899914379467,0.301676098473932,0.101793182694091,-0.467909393317013
"Birni Lallé","NER004003004",1990,0.2217,0.151513687150838,0.0295368934629637,0.305862068965517,0.0847208964516223,-0.993403900224024
"Dan-Goulbi","NER004003006",1990,0.3073,0.159040502793296,0.0471221109557176,0.321662068965517,0.0420712271357677,-0.34137509037161
"Sabon Machi","NER004003011",1990,0.2791,0.162831005586592,0.0437554160181198,0.303987931034483,0.0565136608882762,-0.440387875131371
"Maïyara","NER004003009",1990,0.268,0.161279469273743,0.0403454016345218,0.2978,0.0486821762631282,-0.612133686031831
"Dakoro","NER004003005",1990,0.2269,0.151112011173184,0.0298005065638499,0.304118965517241,0.0636813810165683,-1.21258308605385
"Bader Goula","NER004003003",1990,0.2172,0.14630389060879,0.027813132341291,0.290377882129106,0.0484138427056847,-1.51150741274486
"Roumbou I","NER004003010",1990,0.2448,0.146430726256983,0.0289388693091842,0.318437931034483,0.0615653857629263,-1.19609306628963
"Azagor","NER004003002",1990,0.2727,0.149548603351955,0.0344406912899742,0.340403448275862,0.0710871722543055,-0.952400357601249
"Korahane","NER004003007",1990,0.2365,0.151948603351955,0.0300285939502092,0.325548275862069,0.0808957690077161,-1.1007779140288
"Tagriss","NER004003012",1990,0.1974,0.14392987222156,0.0254392247775034,0.290005078607626,0.0995129324133641,-0.930583355969817
"Gangara","NER004004001",1990,0.3293,0.178178991596639,0.0522203696006401,0.378375862068966,0.1185243514918,-0.414057208086566
"Gazaoua","NER004004002",1990,0.3235,0.175103921568627,0.0488023678541688,0.357534482758621,0.124417632753165,-0.273550316024276
"Guidan Roumdji","NER004005002",1990,0.3218,0.168798603351955,0.0565707636554866,0.34381724137931,0.073683822943349,-0.298806990460281
"Chadakori","NER004005001",1990,0.286,0.165323490783343,0.0451718134552995,0.300179512556424,0.0362864484221985,-0.390766062069321
"Guidan Sori","NER004005003",1990,0.3216,0.183888547486034,0.0570970470483176,0.359865517241379,0.0391231323229444,-0.978079079290332
"Tibiri","NER004005005",1990,0.3674,0.191341340782123,0.0621837421031476,0.371886206896552,0.0358769098460071,-0.125044406438784
"Saé Saboua","NER004005004",1990,0.3019,0.173140502793296,0.0465148090243314,0.320420689655172,0.0401491538721583,-0.461297135031673
"Sarkin Yamma","NER004006006",1990,0.3224,0.183205586592179,0.0522809950908948,0.354696551724138,0.0536444876861854,-0.602047910552699
"Safo","NER004006005",1990,0.4218,0.202344134078212,0.0692243468989763,0.390834482758621,0.030442337481377,1.01718592602563
"Gabi","NER004006003",1990,0.4017,0.189066480446927,0.0656032032285967,0.385375862068966,0.0286875490061507,0.569032158429937
"Madarounfa","NER004006004",1990,0.3572,0.186533100558659,0.0625040321446321,0.378589655172414,0.0789186803199868,-0.271034121271244
"Dan-Issa","NER004006001",1990,0.3614,0.187960893854749,0.0616393793631508,0.388303448275862,0.100137813903635,-0.268664226100961
"Djiratawa","NER004006002",1990,0.3236,0.185587709497207,0.0556887329230145,0.338606896551724,0.0389370639717341,-0.385414179215419
"Maradi III","NER004007003",1990,0.3815,0.191093016759777,0.0598490592664191,0.390575862068966,0.0736516979494529,-0.123226786641013
"Maradi I","NER004007001",1990,0.4333,0.191508659217877,0.0627235270785824,0.402037931034483,0.117089933121612,0.266991944841644
"Maradi II","NER004007002",1990,0.3584,0.189562290502793,0.0588968476070173,0.392924137931034,0.0804981572778107,-0.428881096145924
"Sarkin Haoussa","NER004008007",1990,0.2596,0.162577374301676,0.0372668853963948,0.306713793103448,0.0828356622826957,-0.56876219499111
"Mayahi","NER004008006",1990,0.2536,0.158797206703911,0.035145652005913,0.2955,0.033253109414223,-1.26003254246289
"Kanan-Bakaché","NER004008005",1990,0.2873,0.167383473389356,0.042013164486252,0.314637931034483,0.0632700810234139,-0.432083072951432
"Attantane","NER004008001",1990,0.2547,0.155674581005587,0.0337045425246916,0.290527586206897,0.0546558903932577,-0.655511893578375
"Guidan Amoumoune","NER004008003",1990,0.2109,0.150768755094862,0.0272134656363122,0.29335004665578,0.099266950540711,-0.830589095430763
"El Allassane Maïreyrey","NER004008002",1990,0.2173,0.149535111474035,0.0271090190310723,0.304181860754798,0.0863301865426295,-1.00639028171098
"Issawane","NER004008004",1990,0.2584,0.155436134453782,0.0320345548976022,0.290189655172414,0.0406326166031638,-0.78236790613033
"Tchaké","NER004008008",1990,0.2079,0.146136974789916,0.0249237957646258,0.301979310344828,0.106062065317942,-0.887021293266412
"Tessaoua","NER004009007",1990,0.2964,0.169378711484594,0.0433062705714424,0.3093,0.0392485759523287,-0.328674345170341
"Maïjirgui","NER004009005",1990,0.2729,0.161721229050279,0.0391871291201752,0.299106896551724,0.043533385637056,-0.601995369030444
"Baoudetta","NER004009001",1990,0.3069,0.168057142857143,0.044592018050726,0.349596551724138,0.158910620616835,-0.268682807721756
"Koona","NER004009003",1990,0.3187,0.168045098039216,0.0464250296909131,0.314389655172414,0.0540715157706346,0.0797156278338904
"Korgom","NER004009004",1990,0.2893,0.165356703910615,0.0435485658545137,0.337937931034483,0.115493974529883,-0.421129597734105
"Hawandawaki","NER004009002",1990,0.3039,0.178143697478992,0.0483370388120922,0.350934482758621,0.0502284728292492,-0.936410766827684
"Ourafane","NER004009006",1990,0.245351111111111,0.15461786275185,0.0305886071900021,0.281190555093125,0.0458101680684826,-0.782346921941798
"Tabalak","NER005001004",1990,0.2689,0.152848179271709,0.036235907424048,0.324041379310345,0.0988210992408626,-0.557991964610163
"Akoubounou","NER005001002",1990,0.2784,0.154064834384882,0.0387560292405154,0.33768451765479,0.127211690265608,-0.466030421661787
"Abalak","NER005001001",1990,0.234572617534943,0.144087682627333,0.027682506027754,0.256999159199146,0.0576777874925776,-0.388824582896641
"Azeye","NER005001003",1990,0.2881,0.150287306472828,0.0340331558820433,0.337514926135609,0.0653744669269415,-0.755875014488948
"Tamaya","NER005001005",1990,0.192617005695688,0.135999984078317,0.0238901436708561,0.230473531013726,0.0515593843696136,-0.73423152314342
"Bagaroua","NER005002001",1990,0.2097,0.134559663043712,0.0259313291593967,0.250426813524331,0.0729506461301523,-0.558278996620126
"Alléla","NER005003001",1990,0.2575,0.145639585567715,0.0341755726489572,0.309966935431532,0.050672763290423,-1.03540703179785
"Birni N'Konni","NER005003003",1990,0.2864,0.152020028011204,0.0371030435507594,0.324372413793103,0.0446005597062231,-0.851388727926774
"Bazaga","NER005003002",1990,0.2966,0.159391736694678,0.0434484140762291,0.369179310344828,0.0525249082362042,-1.38180746586817
"Tsernaoua","NER005003004",1990,0.3034,0.156278991596639,0.0424168980146181,0.370293103448276,0.0836546511858404,-0.799634001218552
"Allakaye","NER005004001",1990,0.2465,0.129095518207283,0.0383772555545867,0.329879310344828,0.0748437676540288,-1.11404480237092
"Déoulé","NER005004004",1990,0.2245,0.135338095238095,0.0331720642717194,0.303506896551724,0.0594174573374964,-1.32969164437579
"Bouza","NER005004003",1990,0.2213,0.140404761904762,0.0329565854148209,0.299793103448276,0.0496372263170818,-1.58133540635134
"Tama","NER005004007",1990,0.258,0.139672549019608,0.0387759601689445,0.330834482758621,0.070962672661971,-1.02637739006204
"Tabotaki","NER005004006",1990,0.2336,0.148194817927171,0.0331141031647811,0.311451724137931,0.0485103863745373,-1.60484650723777
"Babankatami","NER005004002",1990,0.2292,0.150362290502793,0.0314475705652883,0.32658275862069,0.0497272494209701,-1.95833792849244
"Karofane","NER005004005",1990,0.2263,0.153408100558659,0.0327864906296875,0.318889655172414,0.114836313149343,-0.806275059109588
"Illéla","NER005005002",1990,0.2176,0.141791489912845,0.0289860542482979,0.287466601939429,0.0612428578121047,-1.14081224220108
"Badaguichiri","NER005005001",1990,0.2443,0.135675910364146,0.0365624812620381,0.314810344827586,0.06265237052195,-1.12542181948061
"Tajaé","NER005005003",1990,0.2423,0.145540896358543,0.034587469434622,0.338244827586207,0.0868922756151337,-1.10418131999637
"Keita","NER005006003",1990,0.2349,0.138744537815126,0.0359267904892158,0.269637931034483,0.0475050178837766,-0.731247615135539
"Tamaské","NER005006004",1990,0.2502,0.139043137254902,0.038760773626857,0.302703448275862,0.0633940369140202,-0.828207996078104
"Ibohamane","NER005006002",1990,0.2203,0.133134584805782,0.0348536219128626,0.290732666864356,0.0751986951524442,-0.936620864518638
"Garhanga","NER005006001",1990,0.2324,0.129773669467787,0.03734796117102,0.297679310344828,0.0681931363288457,-0.95727097856349
"Galma Koudawatché","NER005007003",1990,0.251,0.149252380952381,0.0375686215020239,0.311893103448276,0.0437091763088263,-1.39314232366304
"Sabon Guida","NER005007006",1990,0.2874,0.156604481792717,0.0427352574234451,0.316165517241379,0.0446816938854483,-0.643787527731744
"Bangui","NER005007002",1990,0.3115,0.167585854341737,0.0503383133359354,0.36451724137931,0.123070006410305,-0.430789295667665
"Madaoua","NER005007004",1990,0.2403,0.152515406162465,0.0342599259899577,0.298272413793103,0.0412615515994502,-1.40499839550086
"Ourno","NER005007005",1990,0.2475,0.154055832898243,0.0362597369804111,0.295361419204591,0.0436459335217562,-1.09658369847293
"Azarori","NER005007001",1990,0.2326,0.138872268907563,0.031930838861505,0.297868965517241,0.0455218244632512,-1.43379502660162
"Malbaza","NER005008002",1990,0.2751,0.152586414565826,0.0417955741504914,0.348375862068966,0.0508428296333234,-1.44122313013316
"Doguerawa","NER005008001",1990,0.2603,0.144450420168067,0.039138270892037,0.308679310344828,0.0501858288144482,-0.964003414663133
"Tebaram","NER005009006",1990,0.164,0.12606286684639,0.0198460067829483,0.240710358448912,0.083886165080489,-0.914457805709771
"Bambeye","NER005009002",1990,0.2013,0.138192138783471,0.0259707388148114,0.245871672480427,0.0498237519569814,-0.894586833181718
"Takanamat","NER005009005",1990,0.1785,0.127276964102595,0.0235295552275295,0.223443332903005,0.0685280065119991,-0.65583890719388
"Affala","NER005009001",1990,0.2091,0.129853661198964,0.0282935044852889,0.256848529697103,0.0740779002711693,-0.644571856414868
"Kalfou","NER005009004",1990,0.2306,0.139531342994477,0.033828176667589,0.274418639023328,0.0534914682524057,-0.819170616453538
"Barmou","NER005009003",1990,0.2458,0.149551680672269,0.0336162367550549,0.289837931034483,0.059976491905419,-0.73425319880211
"Tassara","NER005010001",1990,0.175238461538462,0.130286238798832,0.0211631259901222,0.200515007655771,0.120093515710663,-0.210473862537315
"Kao","NER005011001",1990,0.2294,0.13918893683404,0.032367952104668,0.255958179509584,0.0592974075638499,-0.447880954677262
"Tchintabaraden","NER005011002",1990,0.236227490774908,0.145623494950556,0.0272823422450822,0.243161494727417,0.0844238214302233,-0.0821332632785348
"Tillia","NER005012001",1990,0.204424388435878,0.140612407375183,0.0255142897482446,0.255011213244035,0.143274717586131,-0.353075725155388
"Tahoua I","NER005013001",1990,0.2103,0.146390196078431,0.0280301540924161,0.272996551724138,0.093394353923712,-0.67130987142275
"Tahoua II","NER005013002",1990,0.2201,0.142047478991597,0.0294306716170208,0.291644827586207,0.122644409301871,-0.58335172384507
"Abala","NER006001001",1990,0.17304,0.128292166413754,0.0209900897893857,0.23781750145872,0.106902181706212,-0.60595116418429
"Sanam","NER006001002",1990,0.16495,0.128093309963353,0.0210994964874416,0.250629194679557,0.103223082368492,-0.830039102820964
"Inatès","NER006002002",1990,0.1753,0.127351606690118,0.0227201530900276,0.216120495877514,0.046814520175716,-0.871962282733989
"Ayerou","NER006002001",1990,0.1899,0.131670399240571,0.0236764141928468,0.21243507589815,0.0319120913122167,-0.706161049668451
"Tagazar","NER006003001",1990,0.2412,0.153822539861759,0.0338880240182893,0.290635390895119,0.0391794782088379,-1.26176746488592
"Banibangou","NER006004001",1990,0.178901490312966,0.128088734976014,0.0225243186521054,0.207182052970777,0.0345021391846982,-0.819675629572372
"Bankilaré","NER006005001",1990,0.23415,0.150901894328007,0.0309258960642994,0.281494549712458,0.0546999685460674,-0.86553157105722
"Filingué","NER006006001",1990,0.185766666666667,0.130064269128229,0.0245320384362905,0.259241118441807,0.123132761765362,-0.596709200067733
"Imanan","NER006006002",1990,0.207,0.143847058823529,0.0296042470766758,0.261696551724138,0.0339653024923821,-1.6103655115807
"Tondikandia","NER006006004",1990,0.216008648648649,0.145676369884828,0.0297885242488793,0.270875777866495,0.0328416026901109,-1.67065930781651
"Kourfeye Centre","NER006006003",1990,0.2101,0.136927111337636,0.0273984736009279,0.268608184536461,0.0438328073684309,-1.33480349649243
"Gothèye","NER006007002",1990,0.2897,0.158946316795206,0.039745251201298,0.301086307817068,0.0388439459280951,-0.293129535247162
"Dargol","NER006007001",1990,0.254006458123108,0.157381159783949,0.0360089731138179,0.295781580269147,0.0338158696900529,-1.23537033141357
"Karma","NER006008004",1990,0.2352,0.148754799806001,0.0337022564732717,0.277053146806283,0.0432538398810793,-0.967616908032974
"Namaro","NER006008010",1990,0.297,0.159328711484594,0.041393113272922,0.290534482758621,0.0323541372477205,0.199835872360802
"Kirtachi","NER006008005",1990,0.4303,0.202374789915966,0.0762783587549693,0.421003448275862,0.0485828856018147,0.191354457623874
"Bitinkodji","NER006008001",1990,0.3013,0.16802731092437,0.046163445161221,0.312441379310345,0.0400270044313067,-0.278346567989253
"Youri","NER006008011",1990,0.3106,0.174805882352941,0.0479920808556088,0.329227586206897,0.0378446816092879,-0.492211465780306
"Kollo","NER006008006",1990,0.2868,0.167490056022409,0.044452634089837,0.311462068965517,0.0331519382518159,-0.74391031915506
"Kouré","NER006008007",1990,0.2841,0.167713725490196,0.0451091498586415,0.315189655172414,0.0349749639520654,-0.888911714534528
"N'Dounga","NER006008009",1990,0.2794,0.161402801120448,0.0423790101081852,0.315113793103448,0.0786906044679229,-0.45385079127212
"Liboré","NER006008008",1990,0.2637,0.155773949579832,0.0384793424709603,0.287055172413793,0.0429013784844038,-0.544392120693361
"Hamdallaye","NER006008003",1990,0.2532,0.155454014322786,0.0362606993663556,0.300756403386201,0.0373008718233512,-1.27494080061768
"Diantchandou","NER006008002",1990,0.269,0.167581232492997,0.0419205168272168,0.32308275862069,0.0375213659986406,-1.44138565271449
"Simiri","NER006009003",1990,0.2183,0.145817234289416,0.0312508372411894,0.261783465119467,0.0314998490534871,-1.38043407908501
"Ouallam","NER006009002",1990,0.2012,0.13513958120417,0.0278335466681934,0.226259644931433,0.0253391371141833,-0.988969940788002
"Dingazi","NER006009001",1990,0.19555,0.132474495205318,0.0268838374696016,0.2503857733669,0.142647591858666,-0.384414294362787
"Tondikiwindi","NER006009004",1990,0.180576997072355,0.127895201046624,0.0239161217058362,0.213923056978058,0.0636118910950622,-0.524211107886583
"Ouro Guéladjo","NER006010001",1990,0.3926,0.190373529411765,0.0640862391308402,0.388,0.0390019779718194,0.117942736220293
"Tamou","NER006010003",1990,0.543635220994475,0.215884327656401,0.091725759145613,0.52801026981071,0.0415884057498153,0.375704499897402
"Say","NER006010002",1990,0.3748,0.186687394957983,0.0567231482105304,0.35671724137931,0.0379132098065109,0.476951403296491
"Gorouol","NER006011002",1990,0.2075,0.142369768179076,0.0290266746698573,0.2525580165494,0.0431043027089912,-1.04532526262167
"Kokorou","NER006011003",1990,0.253046908491344,0.155629938880216,0.0332343669132029,0.306034379737278,0.0495099973644119,-1.07023781188932
"Téra","NER006011005",1990,0.258810560344828,0.14994226176404,0.0351590329928883,0.27472677893694,0.0359885659438213,-0.442257649747909
"Méhana","NER006011004",1990,0.235,0.154938095238095,0.0308158385286992,0.316006896551724,0.0770612554634043,-1.0512013600686
"Diagourou","NER006011001",1990,0.287,0.151999642573335,0.0375457268170957,0.287460686187212,0.0358007684171365,-0.0128680530496968
"Dessa","NER006012003",1990,0.2096,0.14653837535014,0.0270225420494404,0.278644827586207,0.0967234296708437,-0.713837669127026
"Sinder","NER006012006",1990,0.2475,0.156481792717087,0.0347313749154667,0.294458620689655,0.0736844212903019,-0.637293743607588
"Sakoïra","NER006012005",1990,0.1968,0.135804761904762,0.0275345575465276,0.244762068965517,0.0770510332451028,-0.622471457494253
"Bibiyergou","NER006012002",1990,0.2439,0.152327591036415,0.0322055224488451,0.303889655172414,0.0801187482287011,-0.748759266697125
"Tillabéri","NER006012007",1990,0.1825,0.129346078431373,0.0246188711936141,0.232468965517241,0.0289498964154115,-1.7260498897896
"Kourteye","NER006012004",1990,0.194972443181818,0.136582380171845,0.0273032703788423,0.254572863872891,0.0334097753505489,-1.78392162370807
"Anzourou","NER006012001",1990,0.1837,0.128209294827473,0.0245125492929134,0.226116484870893,0.0704775360747845,-0.601844037593542
"Torodi","NER006013002",1990,0.388051119402985,0.185310798644357,0.058862997595193,0.370743263256279,0.0417592811277179,0.41446729156498
"Makalondi","NER006013001",1990,0.4715,0.211525650789715,0.0779421224421467,0.468242357858097,0.0461030095832189,0.070660075586235
"Tarka","NER007001001",1990,0.1884,0.131592971747564,0.0201628478256094,0.266985845352453,0.0968531521573991,-0.811391716242135
"Guidimouni","NER007002003",1990,0.308,0.167213725490196,0.042280013033264,0.324413793103448,0.0565843600560761,-0.290076499710909
"Wamé","NER007002006",1990,0.2239,0.146848603351955,0.0270517117774223,0.283105172413793,0.082754864277433,-0.71542830661059
"Albarkaram","NER007002001",1990,0.2447,0.146107541899441,0.0302100318005757,0.288903448275862,0.0815499079563228,-0.542041669740902
"Damagaram Takaya","NER007002002",1990,0.2686,0.153908536443124,0.034679509921999,0.294752663860171,0.0572119766920559,-0.457118690391315
"Mazamni","NER007002004",1990,0.2919,0.16035406162465,0.0391164699431891,0.315986206896552,0.0757695741995706,-0.31788758417872
"Moa","NER007002005",1990,0.2911,0.155515406162465,0.0411063257272215,0.312575862068966,0.0779860182302499,-0.275380927970436
"Dungass","NER007003002",1990,0.3212,0.174765037783194,0.0467255331069136,0.341448417624521,0.0385743425620571,-0.524919318895612
"Gouchi","NER007003003",1990,0.3205,0.17404006070282,0.0466970342036921,0.333554128970588,0.0341191370080553,-0.38260431286718
"Mallawa","NER007003004",1990,0.332,0.174915642458101,0.0506473105184407,0.355389655172414,0.0404099823666981,-0.578808843818979
"Dogo-Dogo","NER007003001",1990,0.3324,0.175578631284916,0.0529897764842131,0.369806896551724,0.0514064401957193,-0.727669459493892
"Gouré","NER007004004",1990,0.362762653562654,0.166105297954548,0.0476008962905189,0.341634771464254,0.0399613632774738,0.528707740816995
"Guidiguir","NER007004005",1990,0.3604,0.16929935416667,0.0509214481091827,0.355685563297291,0.0482738033892555,0.0976603534777259
"Kellé","NER007004006",1990,0.29977,0.148352082609908,0.0356458623433133,0.299918946080048,0.0430584352235772,-0.00345916146916408
"Gamou","NER007004003",1990,0.2811,0.148429411764706,0.0363648800037442,0.27678275862069,0.0464284631677404,0.0929869542248828
"Bouné","NER007004002",1990,0.351197096188748,0.172568114283534,0.0498085201392147,0.3542132836121,0.0377673076030657,-0.0798623893196872
"Alakoss","NER007004001",1990,0.2659,0.145297098974201,0.0294115240723089,0.29381741009289,0.0830712354026001,-0.336065907261276
"Kantché","NER007005005",1990,0.2589,0.155095810055866,0.0361964327952504,0.330139655172414,0.114243236263771,-0.6235787561894
"Daouché","NER007005002",1990,0.3121,0.172607262569832,0.0456921810520379,0.358631034482759,0.119830782783319,-0.38830618812611
"Ichirnawa","NER007005004",1990,0.278,0.156859497206704,0.0398654903207523,0.332037931034483,0.12272793201047,-0.440306702388441
"Matamey","NER007005007",1990,0.3051,0.17247905027933,0.0456861971223133,0.340448275862069,0.0467637956779269,-0.755889793581358
"Tsaouni","NER007005008",1990,0.2999,0.173234916201117,0.0455514193264493,0.341534482758621,0.0478375321558149,-0.870330907184137
"Doungou","NER007005003",1990,0.3088,0.17045782122905,0.0446068733037852,0.338955172413793,0.0372786954305663,-0.808911687104471
"Dan Barto","NER007005001",1990,0.3029,0.175705882352941,0.0444364916610596,0.352003448275862,0.0612643247549888,-0.801501501440504
"Kourni","NER007005006",1990,0.3021,0.171163687150838,0.0427250944023412,0.345093103448276,0.0481730506391465,-0.89247209545286
"Yaouri","NER007005009",1990,0.3204,0.173356703910615,0.0444067663009484,0.349696551724138,0.0555209193699522,-0.527666905674353
"Wacha","NER007006006",1990,0.3138,0.16580405027933,0.0429913012055649,0.328486206896552,0.037798769104467,-0.388536644036277
"Dantchiao","NER007006002",1990,0.328,0.177424581005587,0.0512498592930268,0.369955172413793,0.0371682236230176,-1.12879143322338
"Magaria","NER007006004",1990,0.3069,0.176732122905028,0.0483683607430606,0.379534482758621,0.0515600916813304,-1.40873455399462
"Bandé","NER007006001",1990,0.2957,0.170537150837989,0.0403637978759975,0.345937931034483,0.0398557166879403,-1.26049498564616
"Yékoua","NER007006007",1990,0.3214,0.177771229050279,0.049327891487446,0.376341379310345,0.0468905223232141,-1.17169476022546
"Sassoumbroum","NER007006005",1990,0.3071,0.170549441340782,0.0453167166022495,0.352334482758621,0.0419065309934082,-1.07941367816239
"Kwaya","NER007006003",1990,0.3125,0.171826675977654,0.0439741402154429,0.365475862068966,0.0587324360077876,-0.901986460461834
"Droum","NER007007002",1990,0.269,0.15713030726257,0.0371431881350443,0.317468965517241,0.0727586475147617,-0.666160891836365
"Dogo","NER007007001",1990,0.3028,0.168084357541899,0.0432055847749866,0.330272413793103,0.038433847587694,-0.714797386090998
"Gouna","NER007007004",1990,0.3121,0.164255865921788,0.0412710953675028,0.322224137931034,0.0387150271228518,-0.261504089843674
"Hamdara","NER007007005",1990,0.3065,0.158436592178771,0.0402113544538068,0.324403448275862,0.0565116516605117,-0.316809856901995
"Mirriah","NER007007007",1990,0.2704,0.153608100558659,0.037427902176959,0.317493103448276,0.0643204973496812,-0.732163235496332
"Kolleram","NER007007006",1990,0.268,0.154315782122905,0.0357326578701081,0.312589655172414,0.0546740689699787,-0.815553991361019
"Gaffati","NER007007003",1990,0.283,0.155253910614525,0.03739827845186,0.309786206896552,0.0358966445321837,-0.74620364230802
"Zermou","NER007007008",1990,0.2876,0.153687290502793,0.0389073461150165,0.307386206896552,0.0438845052718572,-0.450870000105491
"Garagoumsa","NER007008002",1990,0.2782,0.155388268156425,0.03801176180668,0.319858620689655,0.126499990167254,-0.329317185199585
"Tirmini","NER007008003",1990,0.242633333333333,0.151379853821932,0.0313415193032409,0.282817398986978,0.0484005892988181,-0.830239181708189
"Dakoussa","NER007008001",1990,0.238,0.148073882681564,0.0279727617765777,0.285144827586207,0.0477923677873278,-0.986450970498
"Olléléwa","NER007009003",1990,0.2307,0.149487401056581,0.0273154647008274,0.285178500666299,0.0999815855758404,-0.54488534416145
"Gangara","NER007009002",1990,0.227533737548722,0.141340519561123,0.0250816633601457,0.259778937383286,0.0820114156350691,-0.393179407828382
"Falenko","NER007009001",1990,0.2221,0.148785474860335,0.0280800698119186,0.30668275862069,0.116852850289112,-0.723839926980119
"Tanout","NER007009004",1990,0.186806490384615,0.135146948210053,0.0219302084158166,0.241279318896751,0.072427870672132,-0.752097611135423
"Tenhya","NER007009005",1990,0.159616666666667,0.122496957440904,0.017158071788522,0.224028544138585,0.0819816166898692,-0.785686841424268
"Tesker","NER007010001",1990,0.151792356399819,0.114518580603363,0.0155172293520179,0.17799944795074,0.0862315328383248,-0.303915408764181
"Zinder V","NER007011005",1990,0.2617,0.153395810055866,0.0359204015637581,0.322279310344828,0.0797314975370925,-0.759791452764888
"Zinder IV","NER007011004",1990,0.2653,0.15026592178771,0.0339911219355355,0.31161724137931,0.0456355130272585,-1.01493854909979
"Zinder III","NER007011003",1990,0.2569,0.146224860335196,0.0312655361377418,0.329772413793103,0.0973157008935048,-0.74882483632163
"Zinder II","NER007011002",1990,0.2322,0.14329217877095,0.029334475950207,0.315286206896552,0.0985009453331647,-0.843506695448709
"Zinder I","NER007011001",1990,0.2361,0.143344972067039,0.0310963104060203,0.30388275862069,0.085313493611024,-0.794513924488153
"Niamey IV","NER008001004",1990,0.2867,0.158893557422969,0.041759789782113,0.29698275862069,0.062536052852766,-0.164429287612687
"Niamey V","NER008001005",1990,0.2793,0.159766666666667,0.0410493165079248,0.289072413793103,0.0340514830446039,-0.286989373716928
"Niamey I","NER008001001",1990,0.2716,0.15957675070028,0.0410012694045341,0.287634482758621,0.034305448087336,-0.46740339079086
"Niamey II","NER008001002",1990,0.2593,0.15885350140056,0.0388957266406993,0.289710344827586,0.0899800785286371,-0.337967529311588
"Niamey III","NER008001003",1990,0.2556,0.15232268907563,0.0358394902643925,0.289310344827586,0.0910779075643782,-0.370126474455489
"Aderbissinat","NER001001001",1991,0.141331825845482,0.109391506622323,0.0157651235696474,0.179916532756456,0.0980730111616665,-0.393428390277214
"Gougaram","NER001002003",1991,0.144455305574211,0.108860474691502,0.018415064850346,0.178999120014374,0.105257570664324,-0.328183656739773
"Dannet","NER001002002",1991,0.155224566473988,0.112443784751246,0.0218551812278576,0.201567985482758,0.158803687044285,-0.29182835657869
"Arlit","NER001002001",1991,0.1631,0.117842737430168,0.0223381948041317,0.200172413793103,0.119874973250561,-0.309258995333541
"Djado","NER001003003",1991,0.144571917808219,0.114833456345761,0.0144678201513342,0.188731930342589,0.12274676512878,-0.359765183938164
"Dirkou","NER001003002",1991,0.143252380952381,0.110371814688525,0.0143128761949587,0.1849024606446,0.126413587057969,-0.329474708071687
