"adm_03","rowcacode3","year","total_precip","mean_precip","median_precip","sd_precip"
"Aderbissinat","NER001001001",1981,137.723379999046,1.91282472220897,0.173976030691888,4.08957905434368
"Aderbissinat","NER001001001",1982,129.248225848073,1.7951142478899,0.154493337770984,3.67154054943482
"Aderbissinat","NER001001001",1983,102.431507946139,1.42265983258527,0.152524166705064,2.43079581704794
"Aderbissinat","NER001001001",1984,63.7396164300754,0.885272450417713,0.187300292457359,1.15278995286983
"Aderbissinat","NER001001001",1985,129.001074754687,1.7916815938151,0.154760435018562,3.34099455560963
"Aderbissinat","NER001001001",1986,148.513005617123,2.06268063357116,0.159606927162643,3.5431541517919
"Aderbissinat","NER001001001",1987,96.8043906977338,1.34450542635741,0.193370861881371,2.30414263728191
"Aderbissinat","NER001001001",1988,187.274814379041,2.6010390885978,0.151715238088445,5.98943307311468
"Aderbissinat","NER001001001",1989,134.248003276948,1.86455560106873,0.153886085983783,3.49915854570609
"Aderbissinat","NER001001001",1990,88.8947897420136,1.23464985752797,0.152760514226854,1.87993698871361
"Aderbissinat","NER001001001",1991,134.455530806339,1.86743792786582,0.158413876009629,3.24805102981056
"Aderbissinat","NER001001001",1992,126.113386714265,1.7515748154759,0.170864257909723,3.09785891682744
"Aderbissinat","NER001001001",1993,120.735893506357,1.67688740981052,0.151665060040992,3.476575118218
"Aderbissinat","NER001001001",1994,180.746042606909,2.51036170287374,0.149328151188817,4.63736174707892
"Aderbissinat","NER001001001",1995,106.703850722751,1.48199792670488,0.164533201807153,2.19222894607125
"Aderbissinat","NER001001001",1996,99.4706481545346,1.38153677992409,0.158158539810337,1.98810617304284
"Aderbissinat","NER001001001",1997,132.163301161719,1.83560140502388,0.146480623029621,3.03149566285122
"Aderbissinat","NER001001001",1998,190.995338207537,2.65271303066024,0.158623905778301,5.04285667806984
"Aderbissinat","NER001001001",1999,205.196986041487,2.8499581394651,0.149384308771926,5.38022558173021
"Aderbissinat","NER001001001",2000,115.771657072994,1.60793968156936,0.14981821506896,3.09967966364161
"Aderbissinat","NER001001001",2001,136.553921630473,1.89658224486768,0.150690057551418,3.52073976173681
"Aderbissinat","NER001001001",2002,150.005537736644,2.08341024634228,0.155148997011629,3.9558777797018
"Aderbissinat","NER001001001",2003,172.125960340417,2.39063833806135,0.191620921830643,4.13701859301796
"Aderbissinat","NER001001001",2004,115.943729982253,1.61032958308685,0.151013824884982,2.93401258615087
"Aderbissinat","NER001001001",2005,144.263001616582,2.0036528002303,0.137876700456215,3.391848838823
"Aderbissinat","NER001001001",2006,123.915010517459,1.72104181274249,0.136571156292433,3.01814446598749
"Aderbissinat","NER001001001",2007,143.211491981544,1.98904849974367,0.139572243151358,3.81319628491794
"Aderbissinat","NER001001001",2008,136.997409774189,1.90274180241929,0.139920732136972,3.70261844845055
"Aderbissinat","NER001001001",2009,108.657163861292,1.50912727585128,0.223960013338784,2.84970472496368
"Aderbissinat","NER001001001",2010,166.847759388939,2.31732999151304,0.1367110425527,4.25296506354629
"Aderbissinat","NER001001001",2011,132.813469539032,1.84463152137544,0.138792656679769,3.22389721043196
"Aderbissinat","NER001001001",2012,150.546084056774,2.09091783412186,0.140307279578911,3.5464339758989
"Aderbissinat","NER001001001",2013,133.393580287142,1.85268861509919,0.125232775639953,3.3973765401595
"Aderbissinat","NER001001001",2014,119.632960916355,1.66156890161605,0.130283367635891,2.89309202579426
"Aderbissinat","NER001001001",2015,153.897926446556,2.13747120064661,0.137752865251199,4.14081213960452
"Aderbissinat","NER001001001",2016,133.652126145243,1.85627952979505,0.131417327236283,3.1338505432164
"Aderbissinat","NER001001001",2017,117.459348463148,1.63137983976594,0.13953146690203,2.50935391877164
"Aderbissinat","NER001001001",2018,161.989161534163,2.24984946575227,0.147130561788484,3.58604971906588
"Aderbissinat","NER001001001",2019,143.921945857404,1.99891591468617,0.129864634287257,3.65250296853297
"Aderbissinat","NER001001001",2020,160.449424190556,2.22846422486884,0.135863066044042,4.1838414982473
"Aderbissinat","NER001001001",2021,126.280827629362,1.75390038374114,0.144658893625904,2.93883829851604
"Aderbissinat","NER001001001",2022,1.16514101913489,0.0485475424639539,0.00240252548297849,0.101504764518367
"Gougaram","NER001002003",1981,67.3348555590811,0.93520632720946,0.111652918584724,2.10491880547274
"Gougaram","NER001002003",1982,41.7124765605053,0.579339952229241,0.127493637279502,0.909059320742294
"Gougaram","NER001002003",1983,37.5896580825896,0.522078584480412,0.109496628565343,0.796429845268614
"Gougaram","NER001002003",1984,36.3731252293869,0.505182294852595,0.11031599073087,0.697213379082909
"Gougaram","NER001002003",1985,48.0709745737663,0.667652424635643,0.108826403827812,1.0471568873537
"Gougaram","NER001002003",1986,56.7552493629355,0.788267352262993,0.108811221542141,1.32245942225142
"Gougaram","NER001002003",1987,48.4137234575449,0.672412825799235,0.114001166691179,1.08575184127122
"Gougaram","NER001002003",1988,60.619139718004,0.841932496083388,0.110096521730747,1.57817252658295
"Gougaram","NER001002003",1989,62.6942984140894,0.870754144640131,0.112797714811811,1.86972395263393
"Gougaram","NER001002003",1990,36.4224302958896,0.505867087442911,0.111633388967155,0.753866118777247
"Gougaram","NER001002003",1991,64.514749333449,0.896038185186792,0.109476515679088,2.21210871345899
"Gougaram","NER001002003",1992,58.6892719628369,0.815128777261623,0.116499900701738,1.62766423288276
"Gougaram","NER001002003",1993,43.3291906714736,0.601794314881578,0.112896119532991,0.968775868841337
"Gougaram","NER001002003",1994,79.9704603564777,1.11070083828441,0.108745842183816,2.38725065629245
"Gougaram","NER001002003",1995,56.3174687299148,0.782187065693261,0.108821737568464,1.66053501351835
"Gougaram","NER001002003",1996,36.1617564227969,0.50224661698329,0.110300114911712,0.665936057329326
"Gougaram","NER001002003",1997,97.6067056231107,1.35564868920987,0.108821797190971,3.42986709088364
"Gougaram","NER001002003",1998,100.94356430732,1.40199394871277,0.115289448743461,3.08732471530902
"Gougaram","NER001002003",1999,91.8902020096042,1.27625280568895,0.10990363787038,3.20102911100986
"Gougaram","NER001002003",2000,60.1971506652564,0.83607153701745,0.10910712181457,1.81217876076642
"Gougaram","NER001002003",2001,68.0731808565932,0.945460845230461,0.108987474966088,1.8445309200065
"Gougaram","NER001002003",2002,60.3694752509369,0.838464934040791,0.1091097373021,1.4346784938445
"Gougaram","NER001002003",2003,74.2773613851951,1.03163001923882,0.105195979167569,2.43310736627425
"Gougaram","NER001002003",2004,51.0943940384129,0.709644361644623,0.120868420446781,1.39251656491248
"Gougaram","NER001002003",2005,47.8209015414098,0.664179188075137,0.109936531162371,1.25986006042519
"Gougaram","NER001002003",2006,57.3321865890755,0.796280369292715,0.105244613968827,1.59087763445074
"Gougaram","NER001002003",2007,67.8233134303842,0.941990464310892,0.109159956709682,2.0300406842737
"Gougaram","NER001002003",2008,56.438074201501,0.783862141687514,0.105244613965814,1.60944876044692
"Gougaram","NER001002003",2009,52.7627362267885,0.732815780927618,0.105887158924396,1.69663047823939
"Gougaram","NER001002003",2010,76.9982665686599,1.06942036900917,0.105244613963127,2.02314307889577
"Gougaram","NER001002003",2011,59.2153284307383,0.822435117093588,0.105244613964299,2.23368461274306
"Gougaram","NER001002003",2012,65.2823679391297,0.906699554710135,0.105244613965433,1.62055123240082
"Gougaram","NER001002003",2013,53.6340674469572,0.744917603429961,0.107205037218036,1.44867622027306
