"admin2Name","admin2Pcod","year","yeartotal_precip"
"Dogondoutchi","NE0303",1997,323.597567292476
"Dogondoutchi","NE0303",1998,423.675502706359
"Dogondoutchi","NE0303",1999,494.483053992564
"Dogondoutchi","NE0303",2000,350.799340034184
"Dogondoutchi","NE0303",2001,361.962164979398
"Dogondoutchi","NE0303",2002,363.319617695166
"Dogondoutchi","NE0303",2003,419.584178692526
"Dogondoutchi","NE0303",2004,390.538404021666
"Dogondoutchi","NE0303",2005,415.750074505483
"Dogondoutchi","NE0303",2006,422.64101083765
"Dogondoutchi","NE0303",2007,429.949748127827
"Dogondoutchi","NE0303",2008,410.054556918909
"Dogondoutchi","NE0303",2009,323.038986865231
