"admin1Name","admin1Pcod","admin2Name","admin2Pcod","year","peak_ndvi","mean_ndvi","standardDeviation_ndvi","baselineMean_ndvi","baselineSD_ndvi","zscore_ndvi"
"Tillabéri","NE06","Téra","NE0611",1988,0.276093239319784,0.107130716974219,0.0701993221313441,0.269247790585431,0.0338958689098354,0.201955251613758
"Tillabéri","NE06","Tillabéri","NE0612",1988,0.2287,0.089944960781671,0.0674404081387261,0.234733065177059,0.0519144039815274,-0.11621177774103
"Tillabéri","NE06","Torodi","NE0613",1988,0.375424,0.136618157374692,0.0836029262516271,0.387322508496717,0.0437378629688388,-0.272041377631884
"Zinder","NE07","Belbedji","NE0701",1988,0.264645498783455,0.0981184834846634,0.0716931370434746,0.266985845352453,0.0968531521573991,-0.0241638657789306
"Zinder","NE07","Damagaram Takaya","NE0702",1988,0.3094,0.107181159275862,0.0777117944430336,0.292161090009666,0.0491262016245894,0.350910703865715
"Zinder","NE07","Dungass","NE0703",1988,0.360372972972973,0.129849395784245,0.0864739620663395,0.342014675448971,0.0356319634849434,0.515219924149254
"Zinder","NE07","Gouré","NE0704",1988,0.357386910157291,0.114167397072161,0.080513525826111,0.317484197746072,0.055625156688351,0.717350112553945
"Zinder","NE07","Kantché","NE0705",1988,0.319474782608696,0.122865693193884,0.0752908921237878,0.328821414248232,0.0430973907127436,-0.216872332291159
"Zinder","NE07","Magaria","NE0706",1988,0.3497,0.130876317361145,0.0832048240779907,0.347248067651263,0.0350037908370733,0.0700476231317375
"Zinder","NE07","Mirriah","NE0707",1988,0.313065770348837,0.119027005612122,0.0781160664776649,0.309012090869601,0.0348154801132802,0.116433249406496
"Zinder","NE07","Takeita","NE0708",1988,0.2775,0.107450256813505,0.0735725840027616,0.279014993812186,0.0383712155061889,-0.0394825598355502
"Zinder","NE07","Tanout","NE0709",1988,0.251716666666667,0.0993052804228341,0.0703859960020197,0.236215454305854,0.0751330573787846,0.206316805166914
"Zinder","NE07","Tesker","NE0710",1988,0.148137931034483,0.078270033026986,0.0625172136865352,0.17799944795074,0.0862315328383248,-0.346294631828529
"Zinder","NE07","Ville de Zinder","NE0711",1988,0.2905,0.110593361581921,0.0734934021609355,0.302393103448276,0.0549543247422964,-0.216417970815718
"Niamey","NE08","Ville de Niamey","NE0801",1988,0.2675,0.103470679886686,0.0695343013178655,0.284224137931035,0.0607537515312689,-0.27527745216568
"Agadez","NE01","Aderbissinat","NE0101",1989,0.138891561938959,0.0901882671610815,0.0273316633736031,0.180211308096059,0.0979608066997904,-0.421798753492584
"Agadez","NE01","Arlit","NE0102",1989,0.141350240360029,0.090173784907548,0.0278830576222902,0.185451635283366,0.127629955921426,-0.345541096562684
"Agadez","NE01","Bilma","NE0103",1989,0.129387223704268,0.0881113377530216,0.0258588985424991,0.177781839002101,0.112754911418814,-0.429201838650531
"Agadez","NE01","Iferouane","NE0104",1989,0.131359838337182,0.0895503350421246,0.0264618400674288,0.172324131546581,0.109144829976844,-0.375320509620934
"Agadez","NE01","Ingall","NE0105",1989,0.148155744454775,0.0956920326219398,0.0286969605908149,0.194748929781735,0.151047832889221,-0.308466427063084
"Agadez","NE01","Tchirozerine","NE0106",1989,0.137302806009722,0.0860003344089386,0.0281247167969236,0.174576386542067,0.0788631845746176,-0.472636005423767
"Diffa","NE02","Bosso","NE0201",1989,0.2662,0.122566666666667,0.0377290176703987,0.374668965517241,0.0851376075347949,-1.27404291309115
"Diffa","NE02","Diffa","NE0202",1989,0.286975,0.126045247654341,0.0402391130526962,0.342494252498139,0.0676912266174965,-0.820183874224385
"Diffa","NE02","Goudoumaria","NE0203",1989,0.252015570307785,0.135051636689772,0.0414683282046812,0.286670402802194,0.0332191815475857,-1.04321752914853
"Diffa","NE02","Maïné Soroa","NE0204",1989,0.2286,0.130543842352607,0.0360450080432436,0.292313031342947,0.041098561099268,-1.55024968365819
"Diffa","NE02","N'Gourti","NE0205",1989,0.121717086571965,0.0750701770178964,0.0268271169841513,0.161815148472412,0.078493222513278,-0.510847441556681
"Diffa","NE02","N'Guigmi","NE0206",1989,0.174681635449977,0.111014466042463,0.033602811780521,0.262923740186671,0.0694140380345581,-1.27124292484991
"Dosso","NE03","Boboye","NE0301",1989,0.349357207890744,0.161840771742814,0.0661833896785828,0.352858443633105,0.0590223808347471,-0.0593204762810896
"Dosso","NE03","Dioundiou","NE0302",1989,0.3894,0.170230429920628,0.0754179344011437,0.408148346772153,0.0425914633213494,-0.440190247296687
"Dosso","NE03","Dogondoutchi","NE0303",1989,0.256617483609116,0.13283867851393,0.0488667754260347,0.294386488026791,0.0467128574930579,-0.80853551772738
"Dosso","NE03","Dosso","NE0304",1989,0.36380509383378,0.166440517315581,0.0697042606123194,0.384847351750838,0.0638889535267699,-0.329356747222996
"Dosso","NE03","Falmey","NE0305",1989,0.4217,0.181166813956285,0.0800734979429866,0.430916607623441,0.0415244153016136,-0.221956349210361
"Dosso","NE03","Gaya","NE0306",1989,0.46602,0.191326977308191,0.0972319794745109,0.484770746637419,0.0251393645797655,-0.745871940315907
"Dosso","NE03","Loga","NE0307",1989,0.297974744897959,0.142858822790647,0.0569289511800677,0.332700579505896,0.0345799816594683,-1.00421784343049
"Dosso","NE03","Tibiri","NE0308",1989,0.328526394052045,0.151318715467335,0.0629402798443395,0.346118889619715,0.0856881015661658,-0.205308499618067
"Maradi","NE04","Aguié","NE0401",1989,0.2766,0.145640600744604,0.0562881383886288,0.347157841500467,0.117389950058926,-0.601055213542979
"Maradi","NE04","Bermo","NE0402",1989,0.2459,0.122834986575341,0.0406192148613053,0.300274281518461,0.0570465761698136,-0.953155915205185
"Maradi","NE04","Dakoro","NE0403",1989,0.252267750439367,0.138900321671588,0.0448496088519176,0.29937487795186,0.0950528508591281,-0.495588791779722
"Maradi","NE04","Gazaoua","NE0404",1989,0.2741,0.146660724233983,0.0557261349128323,0.358786206896552,0.118533276593953,-0.714450906361532
"Maradi","NE04","Guidan Roumdji","NE0405",1989,0.27755,0.149433386204441,0.0567114589756873,0.327486151735528,0.0397088642546464,-1.2575567866987
"Maradi","NE04","Madarounfa","NE0406",1989,0.333745443349754,0.161447729681845,0.0728305754792114,0.367723269260371,0.0429411680255715,-0.791264594628244
"Maradi","NE04","Ville de Maradi","NE0407",1989,0.364,0.165571030640669,0.0734739485378272,0.389927586206897,0.0724374158278901,-0.357930855353813
"Maradi","NE04","Mayahi","NE0408",1989,0.250192676767677,0.139985198364471,0.0456131264057533,0.296795093238622,0.0924649457520249,-0.504000906418361
"Maradi","NE04","Tessaoua","NE0409",1989,0.25315,0.137034112500607,0.046170055191465,0.294153497242936,0.0446312953743624,-0.91871627070205
"Tahoua","NE05","Abalak","NE0501",1989,0.247419514884234,0.125801665627597,0.0424913458328565,0.265841258854455,0.0552149208593061,-0.33363706193045
"Tahoua","NE05","Bagaroua","NE0502",1989,0.2228,0.11999820483832,0.0439732650025138,0.250426813524331,0.0729506461301523,-0.378705535726742
"Tahoua","NE05","Birni N'Konni","NE0503",1989,0.276397832585949,0.136382490156249,0.0553038118146329,0.314315033173622,0.0411304314098121,-0.921877045486744
"Tahoua","NE05","Bouza","NE0504",1989,0.257071428571429,0.130158380492735,0.047811484425526,0.301488205022906,0.0474406881234677,-0.936259110236319
"Tahoua","NE05","Illéla","NE0505",1989,0.242860843373494,0.128349010565878,0.0515284956725787,0.301977535214195,0.0655528472066141,-0.901817302524981
"Tahoua","NE05","Keita","NE0506",1989,0.235692345276873,0.1123163818089,0.0486468757431107,0.284408391396136,0.0639208530986418,-0.762130725071596
"Tahoua","NE05","Madaoua","NE0507",1989,0.2738,0.141418258670496,0.0519776833890406,0.301857876931498,0.0367890610478073,-0.762669014439836
"Tahoua","NE05","Malbaza","NE0508",1989,0.294,0.133417272015658,0.0589450018306498,0.326404903912219,0.0507048750251449,-0.639088527407853
"Tahoua","NE05","Tahoua","NE0509",1989,0.188169295302013,0.113790286303696,0.038124344949489,0.24089490317064,0.0697837648559545,-0.755556940464037
"Tahoua","NE05","Tassara","NE0510",1989,0.158755477957224,0.103899139134755,0.0307567831029372,0.200544128212072,0.12008428289193,-0.347994335715487
"Tahoua","NE05","Tchintabaraden","NE0511",1989,0.240966020864382,0.123816538994766,0.0433461865561143,0.247110925785725,0.0828363828875001,-0.0741812318107623
"Tahoua","NE05","Tillia","NE0512",1989,0.217982949932341,0.12066237386601,0.0395741068290466,0.255011213244035,0.143274717586131,-0.258442410046516
"Tahoua","NE05","Ville de Tahoua","NE0513",1989,0.22085,0.124926323119777,0.0441344923873195,0.282446551724138,0.124477655719406,-0.494840229502611
"Tillabéri","NE06","Abala","NE0601",1989,0.180301049409707,0.110522435075577,0.0353955279133972,0.240874079377126,0.10173224067664,-0.595416257073826
"Tillabéri","NE06","Ayerou","NE0602",1989,0.2062,0.108789228470863,0.0389727033590206,0.210352751051913,0.0338937015411937,-0.122522795182633
"Tillabéri","NE06","Balleyara","NE0603",1989,0.259,0.131318504278287,0.0484941807641027,0.290635390895119,0.0391794782088379,-0.807447989135864
"Tillabéri","NE06","Banibangou","NE0604",1989,0.166825822368421,0.102022234662662,0.0346558021780259,0.207182052970777,0.0345021391846982,-1.16967328855523
"Tillabéri","NE06","Bankilaré","NE0605",1989,0.276431578947368,0.139296561321053,0.0487693866026065,0.281795195174013,0.0547293217158616,-0.0980026073498777
"Tillabéri","NE06","Filingué","NE0606",1989,0.21949738372093,0.11658720687297,0.0419518397331374,0.269202049623446,0.119777215047711,-0.41497596920013
"Tillabéri","NE06","Gothèye","NE0607",1989,0.284028471248247,0.139178554991597,0.0538381757975337,0.29677210632967,0.0376499040357087,-0.338477226112894
"Tillabéri","NE06","Kollo","NE0608",1989,0.283714991482112,0.13897820757463,0.0549991076404254,0.308263111844788,0.0613464436805562,-0.400155557353955
"Tillabéri","NE06","Ouallam","NE0609",1989,0.1829,0.107718934090438,0.0382368936023132,0.241293356359588,0.143935880925944,-0.405690061324126
"Tillabéri","NE06","Say","NE0610",1989,0.525738964577657,0.18440082945881,0.0929677835936983,0.461539854868698,0.0403614655649273,1.59060402813385
"Tillabéri","NE06","Téra","NE0611",1989,0.2553,0.130467527304935,0.0442118379860479,0.269247790585431,0.0338958689098354,-0.411489394844339
"Tillabéri","NE06","Tillabéri","NE0612",1989,0.2069,0.113443717239789,0.04123553868866,0.234733065177059,0.0519144039815274,-0.536133771023609
"Tillabéri","NE06","Torodi","NE0613",1989,0.424377777777778,0.161694945971873,0.0757136755852101,0.387322508496717,0.0437378629688388,0.847212615473709
"Zinder","NE07","Belbedji","NE0701",1989,0.190833333333333,0.112800831678361,0.0325193805556814,0.266985845352453,0.0968531521573991,-0.78626777056633
"Zinder","NE07","Damagaram Takaya","NE0702",1989,0.264108078273959,0.129472534215982,0.0472434007663849,0.292161090009666,0.0491262016245894,-0.571039706063204
"Zinder","NE07","Dungass","NE0703",1989,0.289465749456915,0.141648072526988,0.0477277138593461,0.342014675448971,0.0356319634849434,-1.47476930409017
"Zinder","NE07","Gouré","NE0704",1989,0.301431879914224,0.135785917551817,0.0487400074228246,0.317484197746072,0.055625156688351,-0.288580181837209
"Zinder","NE07","Kantché","NE0705",1989,0.26823422818792,0.141806133654238,0.0515703226102924,0.328821414248232,0.0430973907127436,-1.40582028420567
"Zinder","NE07","Magaria","NE0706",1989,0.29543359375,0.145216621211516,0.0505701281999714,0.347248067651263,0.0350037908370733,-1.48025321435714
"Zinder","NE07","Mirriah","NE0707",1989,0.262844078947368,0.133960357209949,0.0439233872715673,0.309012090869601,0.0348154801132802,-1.32607712925441
"Zinder","NE07","Takeita","NE0708",1989,0.23935,0.128855511322552,0.0438280759853829,0.279014993812186,0.0383712155061889,-1.03371741783338
"Zinder","NE07","Tanout","NE0709",1989,0.206872630560928,0.117788106601169,0.0323996411496531,0.236215454305854,0.0751330573787846,-0.390544785060368
"Zinder","NE07","Tesker","NE0710",1989,0.141317408906883,0.0918432087947113,0.0266805355584509,0.17799944795074,0.0862315328383248,-0.425390084537085
"Zinder","NE07","Ville de Zinder","NE0711",1989,0.2232,0.126917777777778,0.0408249563953944,0.302393103448276,0.0549543247422964,-1.44107135916318
"Niamey","NE08","Ville de Niamey","NE0801",1989,0.2488,0.127927298050139,0.049946608154536,0.284224137931035,0.0607537515312689,-0.583077374453203
"Agadez","NE01","Aderbissinat","NE0101",1990,0.15292081845007,0.11554041172967,0.015506775517935,0.180211308096059,0.0979608066997904,-0.278585799416931
"Agadez","NE01","Arlit","NE0102",1990,0.157336166742184,0.118665509244786,0.0187800300305984,0.185451635283366,0.127629955921426,-0.220288946573723
"Agadez","NE01","Bilma","NE0103",1990,0.144373248126928,0.114776773040076,0.012230033497365,0.177781839002101,0.112754911418814,-0.296293886047062
"Agadez","NE01","Iferouane","NE0104",1990,0.149749032578138,0.11622955085266,0.0133688742900887,0.172324131546581,0.109144829976844,-0.206836173305073
"Agadez","NE01","Ingall","NE0105",1990,0.161334283409519,0.122995954197287,0.0196216797629174,0.194748929781735,0.151047832889221,-0.221218972381564
"Agadez","NE01","Tchirozerine","NE0106",1990,0.151746153846154,0.112154591252088,0.0188511645117995,0.174576386542067,0.0788631845746176,-0.289491640732709
"Diffa","NE02","Bosso","NE0201",1990,0.3033,0.153017183098592,0.0406164944223562,0.374668965517241,0.0851376075347949,-0.838277790318145
"Diffa","NE02","Diffa","NE0202",1990,0.294028167115903,0.155122813039523,0.0402536993518504,0.342494252498139,0.0676912266174965,-0.715987695955103
"Diffa","NE02","Goudoumaria","NE0203",1990,0.30475,0.157720391646163,0.0341415378831276,0.286670402802194,0.0332191815475857,0.544251735158126
"Diffa","NE02","Maïné Soroa","NE0204",1990,0.314606335895644,0.154065630055639,0.0317747977410657,0.292313031342947,0.041098561099268,0.542435159684798
"Diffa","NE02","N'Gourti","NE0205",1990,0.140577272727273,0.102605877283936,0.014172883372073,0.161815148472412,0.078493222513278,-0.270569548110306
"Diffa","NE02","N'Guigmi","NE0206",1990,0.224566666666667,0.137615431061382,0.0245111734824746,0.262923740186671,0.0694140380345581,-0.552583808780987
"Dosso","NE03","Boboye","NE0301",1990,0.3576,0.185174080283687,0.0543266307939857,0.352858443633105,0.0590223808347471,0.0803348882209711
"Dosso","NE03","Dioundiou","NE0302",1990,0.3738,0.19724957125204,0.0658593655360354,0.408148346772153,0.0425914633213494,-0.806460827912788
"Dosso","NE03","Dogondoutchi","NE0303",1990,0.23069448233106,0.150212850508229,0.0318648488566821,0.294386488026791,0.0467128574930579,-1.36347911718302
"Dosso","NE03","Dosso","NE0304",1990,0.3421,0.191309709232423,0.0570515100581687,0.384847351750838,0.0638889535267699,-0.669088306993895
"Dosso","NE03","Falmey","NE0305",1990,0.4302,0.212387144482277,0.0756260563709424,0.430916607623441,0.0415244153016136,-0.0172575006351301
"Dosso","NE03","Gaya","NE0306",1990,0.46044,0.216573952322323,0.0828439982433716,0.484770746637419,0.0251393645797655,-0.967834591054158
"Dosso","NE03","Loga","NE0307",1990,0.254643718592965,0.163765049697673,0.0390840520147773,0.332700579505896,0.0345799816594683,-2.25728462442832
"Dosso","NE03","Tibiri","NE0308",1990,0.3019,0.176136187943342,0.0470862552285982,0.346118889619715,0.0856881015661658,-0.516044687786326
"Maradi","NE04","Aguié","NE0401",1990,0.2993,0.173460986964725,0.0459951187460284,0.347157841500467,0.117389950058926,-0.407682612322812
"Maradi","NE04","Bermo","NE0402",1990,0.261497945205479,0.144709289882006,0.030122559915627,0.300274281518461,0.0570465761698136,-0.679731176110454
"Maradi","NE04","Dakoro","NE0403",1990,0.230700393700787,0.153017319600888,0.0302083501312509,0.29937487795186,0.0950528508591281,-0.722487370240495
"Maradi","NE04","Gazaoua","NE0404",1990,0.3201,0.175678151260504,0.0495932259549377,0.358786206896552,0.118533276593953,-0.326374230158802
"Maradi","NE04","Guidan Roumdji","NE0405",1990,0.306393048864418,0.174028831257916,0.0503693879812634,0.327486151735528,0.0397088642546464,-0.531193809418554
"Maradi","NE04","Madarounfa","NE0406",1990,0.358983333333333,0.188956632754995,0.0603464969584673,0.367723269260371,0.0429411680255715,-0.203532794493003
"Maradi","NE04","Ville de Maradi","NE0407",1990,0.3584,0.190289944134078,0.0593418833058287,0.389927586206897,0.0724374158278901,-0.435238969344316
"Maradi","NE04","Mayahi","NE0408",1990,0.237116666666667,0.153970119294282,0.0294448600410981,0.296795093238622,0.0924649457520249,-0.645416769420948
"Maradi","NE04","Tessaoua","NE0409",1990,0.26674,0.160974331434127,0.0366286273845211,0.294153497242936,0.0446312953743624,-0.614221411522889
"Tahoua","NE05","Abalak","NE0501",1990,0.234381466584158,0.144826684033091,0.0281103379569388,0.265841258854455,0.0552149208593061,-0.569769761156777
"Tahoua","NE05","Bagaroua","NE0502",1990,0.2097,0.134559663043712,0.0259313291593967,0.250426813524331,0.0729506461301523,-0.558278996620126
"Tahoua","NE05","Birni N'Konni","NE0503",1990,0.257,0.149056800816483,0.0354625589550065,0.314315033173622,0.0411304314098121,-1.39349457832209
"Tahoua","NE05","Bouza","NE0504",1990,0.22335,0.145961715188084,0.0320223138262252,0.301488205022906,0.0474406881234677,-1.64707149313571
"Tahoua","NE05","Illéla","NE0505",1990,0.218366666666667,0.140971143610176,0.0312256396259914,0.301977535214195,0.0655528472066141,-1.2754727233128
"Tahoua","NE05","Keita","NE0506",1990,0.22825,0.134571002797013,0.0361598117098865,0.284408391396136,0.0639208530986418,-0.878561356330351
"Tahoua","NE05","Madaoua","NE0507",1990,0.257375,0.156243092018578,0.0387988330815957,0.301857876931498,0.0367890610478073,-1.20913324951927
"Tahoua","NE05","Malbaza","NE0508",1990,0.2668,0.148884392845015,0.0403109046992151,0.326404903912219,0.0507048750251449,-1.17552609847989
"Tahoua","NE05","Tahoua","NE0509",1990,0.1892,0.132428431687943,0.0238757098744533,0.24089490317064,0.0697837648559545,-0.740786962087052
"Tahoua","NE05","Tassara","NE0510",1990,0.175238461538462,0.130286238798832,0.0211631259901222,0.200544128212072,0.12008428289193,-0.210732546043379
"Tahoua","NE05","Tchintabaraden","NE0511",1990,0.234757142857143,0.144321254521616,0.0279344355182908,0.247110925785725,0.0828363828875001,-0.149134746085659
"Tahoua","NE05","Tillia","NE0512",1990,0.204424388435878,0.140612407375183,0.0255142897482446,0.255011213244035,0.143274717586131,-0.353075725155388
"Tahoua","NE05","Ville de Tahoua","NE0513",1990,0.2122,0.144875630252101,0.0285999461274338,0.282446551724138,0.124477655719406,-0.564330612736519
"Tillabéri","NE06","Abala","NE0601",1990,0.16894,0.128159252026082,0.020714397975808,0.240874079377126,0.10173224067664,-0.707092254123951
"Tillabéri","NE06","Ayerou","NE0602",1990,0.180066666666667,0.128826589628967,0.0227779166871506,0.210352751051913,0.0338937015411937,-0.893560838978797
"Tillabéri","NE06","Balleyara","NE0603",1990,0.2412,0.153822539861759,0.0338880240182893,0.290635390895119,0.0391794782088379,-1.26176746488592
"Tillabéri","NE06","Banibangou","NE0604",1990,0.178901490312966,0.128088734782204,0.0225243189300848,0.207182052970777,0.0345021391846982,-0.819675629572372
"Tillabéri","NE06","Bankilaré","NE0605",1990,0.23415,0.151050028373588,0.0309821487589575,0.281795195174013,0.0547293217158616,-0.870560673515605
"Tillabéri","NE06","Filingué","NE0606",1990,0.1952,0.136901711176073,0.0258785654683503,0.269202049623446,0.119777215047711,-0.617830775193503
"Tillabéri","NE06","Gothèye","NE0607",1990,0.253919175911252,0.157819855194592,0.0365701752476807,0.29677210632967,0.0376499040357087,-1.13819494407675
"Tillabéri","NE06","Kollo","NE0608",1990,0.273912787723785,0.163625346156587,0.0405682373525393,0.308263111844788,0.0613464436805562,-0.559939942075083
"Tillabéri","NE06","Ouallam","NE0609",1990,0.186850429610046,0.132171811677998,0.0250504302003936,0.241293356359588,0.143935880925944,-0.378244301555035
"Tillabéri","NE06","Say","NE0610",1990,0.48088,0.208985561211921,0.0813710139650397,0.461539854868698,0.0403614655649273,0.479173510193541
"Tillabéri","NE06","Téra","NE0611",1990,0.22933271848924,0.14903913699828,0.030755328124845,0.269247790585431,0.0338958689098354,-1.17757925611428
"Tillabéri","NE06","Tillabéri","NE0612",1990,0.1844,0.133964554717235,0.025055436811488,0.234733065177059,0.0519144039815274,-0.969539498035444
"Tillabéri","NE06","Torodi","NE0613",1990,0.395915053161724,0.188390431409182,0.0606287246649374,0.387322508496717,0.0437378629688388,0.196455521183748
"Zinder","NE07","Belbedji","NE0701",1990,0.1884,0.131592971747564,0.0201628478256094,0.266985845352453,0.0968531521573991,-0.811391716242135
"Zinder","NE07","Damagaram Takaya","NE0702",1990,0.27265,0.154003427442897,0.0340490832514959,0.292161090009666,0.0491262016245894,-0.397162600902169
"Zinder","NE07","Dungass","NE0703",1990,0.319681824279007,0.175047932621072,0.0472950170078276,0.342014675448971,0.0356319634849434,-0.626764539074624
"Zinder","NE07","Gouré","NE0704",1990,0.322582352941176,0.157542752488772,0.0389132699986135,0.317484197746072,0.055625156688351,0.091651970054981
"Zinder","NE07","Kantché","NE0705",1990,0.296372321428571,0.168711459866399,0.0422539487263447,0.328821414248232,0.0430973907127436,-0.752924766047752
"Zinder","NE07","Magaria","NE0706",1990,0.302630041152263,0.172008615754545,0.0435616094595116,0.347248067651263,0.0350037908370733,-1.27466269886814
"Zinder","NE07","Mirriah","NE0707",1990,0.281054939106901,0.159441871261461,0.0379633347246149,0.309012090869601,0.0348154801132802,-0.80300922669268
"Zinder","NE07","Takeita","NE0708",1990,0.243476572668113,0.150960795380865,0.0309278936237326,0.279014993812186,0.0383712155061889,-0.926173973778362
"Zinder","NE07","Tanout","NE0709",1990,0.184943044727124,0.131100946071727,0.0199849322209156,0.236215454305854,0.0751330573787846,-0.682421444933873
"Zinder","NE07","Tesker","NE0710",1990,0.151792356399819,0.114518580603363,0.0155172293520179,0.17799944795074,0.0862315328383248,-0.303915408764181
"Zinder","NE07","Ville de Zinder","NE0711",1990,0.2569,0.148568715083799,0.0327613007683798,0.302393103448276,0.0549543247422964,-0.827834818489934
"Niamey","NE08","Ville de Niamey","NE0801",1990,0.2595,0.157404901960784,0.038266179434897,0.284224137931035,0.0607537515312689,-0.406956563304728
"Agadez","NE01","Aderbissinat","NE0101",1991,0.141331825845482,0.109429045267644,0.0157593603242574,0.180211308096059,0.0979608066997904,-0.396888138842366
"Agadez","NE01","Arlit","NE0102",1991,0.1485600420261,0.110080695320384,0.0188668480500393,0.185451635283366,0.127629955921426,-0.289051210516577
"Agadez","NE01","Bilma","NE0103",1991,0.137759333497528,0.110695566421917,0.0128468677646273,0.177781839002101,0.112754911418814,-0.354951327626999
"Agadez","NE01","Iferouane","NE0104",1991,0.140927058306854,0.111437997210542,0.0141837502581505,0.172324131546581,0.109144829976844,-0.287664319477051
"Agadez","NE01","Ingall","NE0105",1991,0.151368190393267,0.11297561227205,0.0191871441421114,0.194748929781735,0.151047832889221,-0.287198687718236
"Agadez","NE01","Tchirozerine","NE0106",1991,0.139391928137652,0.103360918053431,0.0191090936392866,0.174576386542067,0.0788631845746176,-0.446145544263739
"Diffa","NE02","Bosso","NE0201",1991,0.2971,0.141756944444444,0.0383613809778292,0.374668965517241,0.0851376075347949,-0.911101072290993
"Diffa","NE02","Diffa","NE0202",1991,0.3241,0.148305601286718,0.0422596123792365,0.342494252498139,0.0676912266174965,-0.271737615305447
"Diffa","NE02","Goudoumaria","NE0203",1991,0.206016666666667,0.143011768376105,0.0260976817026,0.286670402802194,0.0332191815475857,-2.42792664894504
"Diffa","NE02","Maïné Soroa","NE0204",1991,0.253366057441253,0.143424518212779,0.0288035653075571,0.292313031342947,0.041098561099268,-0.94764811370459
"Diffa","NE02","N'Gourti","NE0205",1991,0.136510062121328,0.100502253655543,0.0141417274668852,0.161815148472412,0.078493222513278,-0.322385621851667
"Diffa","NE02","N'Guigmi","NE0206",1991,0.252133333333333,0.127919713250626,0.0282965414646212,0.262923740186671,0.0694140380345581,-0.155449922794671
"Dosso","NE03","Boboye","NE0301",1991,0.344460135135135,0.178079228904142,0.05576658221512,0.352858443633105,0.0590223808347471,-0.14229023599512
"Dosso","NE03","Dioundiou","NE0302",1991,0.3625,0.192104747163232,0.0566118606577993,0.408148346772153,0.0425914633213494,-1.07177221002573
"Dosso","NE03","Dogondoutchi","NE0303",1991,0.309395362318841,0.160230431849025,0.050526487055564,0.294386488026791,0.0467128574930579,0.321300710286897
"Dosso","NE03","Dosso","NE0304",1991,0.355866028528529,0.183694040155534,0.0582752329439848,0.384847351750838,0.0638889535267699,-0.453620252367505
"Dosso","NE03","Falmey","NE0305",1991,0.4245,0.192913285204958,0.0654215413193689,0.430916607623441,0.0415244153016136,-0.154526140267932
"Dosso","NE03","Gaya","NE0306",1991,0.42995,0.204040433386433,0.0709781610993115,0.484770746637419,0.0251393645797655,-2.18067351955043
"Dosso","NE03","Loga","NE0307",1991,0.366750295857988,0.176323791769368,0.0619811008451781,0.332700579505896,0.0345799816594683,0.984665541104153
"Dosso","NE03","Tibiri","NE0308",1991,0.337885220125786,0.177219672984881,0.054186430875379,0.346118889619715,0.0856881015661658,-0.0960888308112558
"Maradi","NE04","Aguié","NE0401",1991,0.2945,0.163881649426193,0.0441442513198302,0.347157841500467,0.117389950058926,-0.448571972933244
"Maradi","NE04","Bermo","NE0402",1991,0.1989,0.130739713164894,0.0258534493244922,0.300274281518461,0.0570465761698136,-1.77704409843449
"Maradi","NE04","Dakoro","NE0403",1991,0.282391090236265,0.153790586634422,0.0427029666800624,0.29937487795186,0.0950528508591281,-0.178677310171012
"Maradi","NE04","Gazaoua","NE0404",1991,0.2947,0.163826740947075,0.0466803100885527,0.358786206896552,0.118533276593953,-0.54066004701857
"Maradi","NE04","Guidan Roumdji","NE0405",1991,0.3192,0.167702417407836,0.0500984014375493,0.327486151735528,0.0397088642546464,-0.208672594672821
"Maradi","NE04","Madarounfa","NE0406",1991,0.3458,0.179018971487646,0.0564320685722512,0.367723269260371,0.0429411680255715,-0.510541987290979
"Maradi","NE04","Ville de Maradi","NE0407",1991,0.3531,0.177811142061281,0.0593156139163934,0.389927586206897,0.0724374158278901,-0.508405577228185
"Maradi","NE04","Mayahi","NE0408",1991,0.2431,0.147026171742723,0.0358156501844545,0.296795093238622,0.0924649457520249,-0.580707562221722
"Maradi","NE04","Tessaoua","NE0409",1991,0.267689826302729,0.147356615606964,0.0367114684135209,0.294153497242936,0.0446312953743624,-0.592939790750694
"Tahoua","NE05","Abalak","NE0501",1991,0.202165332771693,0.133891702789147,0.0283607780468952,0.265841258854455,0.0552149208593061,-1.15323765916492
"Tahoua","NE05","Bagaroua","NE0502",1991,0.2309,0.135724842312783,0.03488991434914,0.250426813524331,0.0729506461301523,-0.267671563723962
"Tahoua","NE05","Birni N'Konni","NE0503",1991,0.306259747434886,0.153271741065809,0.0499399923144035,0.314315033173622,0.0411304314098121,-0.195847343745926
"Tahoua","NE05","Bouza","NE0504",1991,0.304550260312375,0.152611956324873,0.0507592997856478,0.301488205022906,0.0474406881234677,0.0645449172554186
"Tahoua","NE05","Illéla","NE0505",1991,0.305000196463654,0.145902092762457,0.0496780561265461,0.301977535214195,0.0655528472066141,0.0461102969323668
"Tahoua","NE05","Keita","NE0506",1991,0.282,0.136247632014386,0.0460789892663764,0.284408391396136,0.0639208530986418,-0.0376777104714053
"Tahoua","NE05","Madaoua","NE0507",1991,0.289785031559964,0.157948893813472,0.048866404010391,0.301857876931498,0.0367890610478073,-0.328163998419137
"Tahoua","NE05","Malbaza","NE0508",1991,0.3183,0.151312977343527,0.0535714636246803,0.326404903912219,0.0507048750251449,-0.159844667957466
"Tahoua","NE05","Tahoua","NE0509",1991,0.235838461538462,0.135150722836067,0.0361028610103337,0.24089490317064,0.0697837648559545,-0.0724587107418911
