"admin2Name","admin2Pcod","year","AnnualPrecip","baselineMean_precip","baselineSD_precip","zscore_precip"
"Gouré","NE0704",1997,277.614186010862,287.188632092602,68.4814057222367,-0.139810887068726
"Gouré","NE0704",1998,333.396303712664,287.188632092602,68.4814057222367,0.674747708998296
"Gouré","NE0704",1999,359.179018193025,287.188632092602,68.4814057222367,1.05123989995794
"Gouré","NE0704",2000,258.237146167916,287.188632092602,68.4814057222367,-0.422764188604923
"Gouré","NE0704",2001,339.392449993581,287.188632092602,68.4814057222367,0.762306458963765
"Gouré","NE0704",2002,308.234325178074,287.188632092602,68.4814057222367,0.307319817160794
"Gouré","NE0704",2003,386.827313444596,287.188632092602,68.4814057222367,1.45497424156468
"Gouré","NE0704",2004,273.775294203438,287.188632092602,68.4814057222367,-0.195868319987013
"Gouré","NE0704",2005,354.47850340691,287.188632092602,68.4814057222367,0.982600614059222
"Gouré","NE0704",2006,335.712727116934,287.188632092602,68.4814057222367,0.708573290991551
"Gouré","NE0704",2007,297.911792881828,287.188632092602,68.4814057222367,0.156584998163144
"Gouré","NE0704",2008,316.332656794231,287.188632092602,68.4814057222367,0.425575736862631
"Gouré","NE0704",2009,197.088037522584,287.188632092602,68.4814057222367,-1.31569429131564
"Gouré","NE0704",2010,383.06065635817,287.188632092602,68.4814057222367,1.39997161644767
"Gouré","NE0704",2011,319.805471824339,287.188632092602,68.4814057222367,0.476287532181111
"Gouré","NE0704",2012,447.550849703748,287.188632092602,68.4814057222367,2.34168992181004
"Gouré","NE0704",2013,336.602926507787,287.188632092602,68.4814057222367,0.721572431144477
"Gouré","NE0704",2014,282.357660136457,287.188632092602,68.4814057222367,-0.0705442872440316
"Gouré","NE0704",2015,325.66654651658,287.188632092602,68.4814057222367,0.561873898734596
"Gouré","NE0704",2016,358.165236851709,287.188632092602,68.4814057222367,1.03643615388083
"Gouré","NE0704",2017,292.956067316035,287.188632092602,68.4814057222367,0.0842189958370103
"Gouré","NE0704",2018,358.92885632168,287.188632092602,68.4814057222367,1.04758691023457
"Gouré","NE0704",2019,457.130344879,287.188632092602,68.4814057222367,2.48157453828691
"Gouré","NE0704",2020,365.435091937175,287.188632092602,68.4814057222367,1.14259424174125
"Gouré","NE0704",2021,393.335007810172,287.188632092602,68.4814057222367,1.55000287447521
"Kantché","NE0705",1981,389.850030840234,418.109258057282,81.1863476970119,-0.348078562697663
"Kantché","NE0705",1982,391.688546978171,418.109258057282,81.1863476970119,-0.325432930887756
"Kantché","NE0705",1983,323.870931315698,418.109258057282,81.1863476970119,-1.16076568801054
"Kantché","NE0705",1984,253.662679131958,418.109258057282,81.1863476970119,-2.0255447324597
"Kantché","NE0705",1985,348.787077401306,418.109258057282,81.1863476970119,-0.853864998517827
"Kantché","NE0705",1986,385.929322299076,418.109258057282,81.1863476970119,-0.396371270183287
"Kantché","NE0705",1987,266.451888157212,418.109258057282,81.1863476970119,-1.86801567261108
"Kantché","NE0705",1988,429.467550078305,418.109258057282,81.1863476970119,0.139903965915698
"Kantché","NE0705",1989,403.012899693802,418.109258057282,81.1863476970119,-0.185947006999507
"Kantché","NE0705",1990,337.145976353934,418.109258057282,81.1863476970119,-0.997252419895818
"Kantché","NE0705",1991,366.925136934173,418.109258057282,81.1863476970119,-0.630452318339646
"Kantché","NE0705",1992,424.895162078675,418.109258057282,81.1863476970119,0.0835842997484943
"Kantché","NE0705",1993,372.76641403626,418.109258057282,81.1863476970119,-0.558503311298629
"Kantché","NE0705",1994,511.167227610735,418.109258057282,81.1863476970119,1.14622682499213
"Kantché","NE0705",1995,392.975554133039,418.109258057282,81.1863476970119,-0.309580423768325
"Kantché","NE0705",1996,381.409809562298,418.109258057282,81.1863476970119,-0.452039653661321
"Kantché","NE0705",1997,400.886003260429,418.109258057282,81.1863476970119,-0.212144717497715
"Kantché","NE0705",1998,566.796500263014,418.109258057282,81.1863476970119,1.8314315943936
"Kantché","NE0705",1999,556.898604911934,418.109258057282,81.1863476970119,1.7095158335317
"Kantché","NE0705",2000,409.102415176844,418.109258057282,81.1863476970119,-0.110940362954275
"Kantché","NE0705",2001,533.354112373395,418.109258057282,81.1863476970119,1.41951026970947
"Kantché","NE0705",2002,529.903474902804,418.109258057282,81.1863476970119,1.37700758830461
"Kantché","NE0705",2003,503.845176779917,418.109258057282,81.1863476970119,1.05603862169784
"Kantché","NE0705",2004,474.973978718117,418.109258057282,81.1863476970119,0.7004222048891
"Kantché","NE0705",2005,454.132153015715,418.109258057282,81.1863476970119,0.443706312456254
"Kantché","NE0705",2006,438.723621283983,418.109258057282,81.1863476970119,0.253914159356367
"Kantché","NE0705",2007,361.880657718067,418.109258057282,81.1863476970119,-0.692586893415394
"Kantché","NE0705",2008,506.796050059993,418.109258057282,81.1863476970119,1.09238553671228
